longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-117.92,34.09,35,1810,318.0,1164,332,5.0123,<1H OCEAN,206765.0
-122.28,37.52,29,1526,355.0,724,315,4.0313,NEAR OCEAN,311441.0
-117.22,33.14,5,4576,848.0,2314,705,5.0123,NEAR OCEAN,278138.04
-122.41,37.75,52,1678,386.0,1220,357,2.5809,NEAR BAY,247327.02
-122.47,37.76,52,4001,809.0,1886,756,3.3239,NEAR BAY,352437.04
-118.24,33.93,37,1027,258.0,824,248,1.5132,<1H OCEAN,94418.0
-118.32,34.04,47,1989,532.0,1430,519,1.8333,<1H OCEAN,145036.0
-120.27,37.12,17,3328,628.0,1580,619,2.9861,INLAND,102474.0
-121.07,39.15,15,6828,1319.0,3002,1318,2.4726,INLAND,116640.0
-122.27,37.82,43,1868,456.0,1061,407,1.5045,NEAR BAY,130108.0
-120.43,37.35,15,1613,203.0,673,213,5.9378,INLAND,174390.0
-122.47,37.79,52,2383,477.0,990,464,3.9688,NEAR BAY,473769.7
-122.31,37.91,39,2955,696.0,1417,682,2.7628,NEAR BAY,171946.0
-118.14,33.76,52,2677,642.0,1144,624,4.3889,NEAR OCEAN,374830.0
-121.9,37.37,20,78,72.0,120,69,1.0938,<1H OCEAN,261646.06
-118.01,33.84,28,4097,838.0,2112,803,4.5,<1H OCEAN,202323.0
-117.7,33.57,4,3283,911.0,1512,782,3.3125,<1H OCEAN,222454.01
-119.94,38.95,25,1789,536.0,1134,396,2.32,INLAND,114465.0
-121.82,37.26,10,3030,574.0,1623,589,5.1356,<1H OCEAN,263281.01
-121.24,38.78,18,549,143.0,249,136,0.8691,INLAND,100549.0
-122.42,37.77,52,1925,568.0,867,515,2.879,NEAR BAY,334766.02
-122.3,37.9,30,1772,471.0,880,437,2.2672,NEAR BAY,170035.0
-118.15,33.78,13,3056,861.0,1600,824,3.3003,NEAR OCEAN,237483.01
-117.88,33.87,35,1919,349.0,1302,345,5.6409,<1H OCEAN,229775.0
-118.51,33.98,40,1901,679.0,865,587,2.3417,<1H OCEAN,314364.0
-121.5,38.34,36,1212,255.0,569,256,2.0048,INLAND,97122.0
-117.94,33.81,25,1731,482.0,1127,455,3.256,<1H OCEAN,201143.0
-118.18,33.92,32,2035,519.0,2282,480,3.2734,<1H OCEAN,154551.0
-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,INLAND,120967.0
-121.42,38.53,37,1958,367.0,1171,366,2.8298,INLAND,92781.0
-118.19,33.83,30,2246,552.0,1032,548,3.5871,NEAR OCEAN,280704.06
-122.69,38.27,32,2344,434.0,1066,384,4.0313,<1H OCEAN,250188.0
-118.3,34.02,42,2386,670.0,2327,661,1.6699,<1H OCEAN,121007.0
-117.77,33.67,12,4329,1068.0,1913,978,4.5094,<1H OCEAN,245856.0
-117.98,33.9,6,1537,347.0,506,280,4.8264,<1H OCEAN,222448.0
-122.28,37.81,17,1237,462.0,762,439,0.9241,NEAR BAY,153417.0
-118.76,34.26,26,1750,284.0,962,278,4.5673,<1H OCEAN,225952.06
-117.94,33.89,30,2577,404.0,1076,374,6.7528,<1H OCEAN,364536.08
-121.27,38.75,21,4812,1117.0,1985,1045,2.5083,INLAND,138062.0
-119.31,36.34,14,2985,607.0,2250,607,2.1602,INLAND,78056.0
-117.11,32.73,27,3160,627.0,1628,612,3.8864,NEAR OCEAN,134557.0
-118.17,34.05,45,733,178.0,715,165,2.5962,<1H OCEAN,138170.01
-120.41,36.77,24,1335,312.0,1180,267,1.947,INLAND,60707.0
-118.04,34.1,38,2317,451.0,1155,426,4.1488,INLAND,270164.0
-117.87,33.99,21,2837,515.0,2031,555,4.9271,<1H OCEAN,216071.0
-118.19,33.8,41,2125,591.0,1604,555,2.9943,NEAR OCEAN,180563.0
-120.19,36.61,29,1479,338.0,1408,322,2.293,INLAND,69568.0
-122.42,37.74,52,1916,432.0,889,424,4.0391,NEAR BAY,285023.0
-117.65,33.48,6,1638,188.0,572,174,13.0502,<1H OCEAN,481953.25
-122.03,37.55,22,9167,1373.0,4319,1404,6.992,NEAR BAY,374091.1
-117.98,33.94,36,4297,717.0,2038,700,5.2851,<1H OCEAN,230074.0
-122.41,37.76,52,3452,784.0,2987,753,2.8135,NEAR BAY,318839.0
-118.06,34.12,34,2941,558.0,1660,576,4.5667,INLAND,268343.0
-122.08,37.04,34,2800,577.0,1353,512,4.1161,NEAR OCEAN,246935.03
-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,<1H OCEAN,293804.06
-121.46,38.66,3,3438,603.0,1602,554,3.9914,INLAND,126991.0
-121.1,39.15,10,680,143.0,354,140,4.0333,INLAND,159683.0
-118.32,33.83,19,3792,790.0,2105,834,5.2363,<1H OCEAN,329455.01
-117.78,33.71,4,974,232.0,428,203,4.6141,<1H OCEAN,195593.06
-119.71,36.8,25,875,156.0,646,166,3.0,INLAND,86763.0
-121.92,37.31,13,6035,1551.0,2946,1481,4.0524,<1H OCEAN,247069.0
-121.28,38.7,14,5827,1246.0,2578,1038,3.0212,INLAND,120541.0
-121.82,39.75,37,2236,372.0,974,379,3.2016,INLAND,97775.0
-118.37,34.08,28,4376,1202.0,1847,1128,2.6713,<1H OCEAN,306332.04
-118.34,33.99,47,1107,199.0,437,178,3.7344,<1H OCEAN,182308.0
-121.24,37.98,33,450,123.0,236,103,1.1964,INLAND,81276.0
-122.31,38.27,34,1748,284.0,783,303,4.3585,NEAR BAY,185879.0
-122.01,37.38,32,726,204.0,538,203,4.505,<1H OCEAN,247473.0
-118.34,34.16,44,1717,391.0,848,353,3.6111,<1H OCEAN,263881.01
-120.88,38.16,8,2029,387.0,1000,364,4.0109,INLAND,146857.0
-117.77,33.71,5,4050,584.0,1986,598,7.5847,<1H OCEAN,325645.0
-118.13,33.96,36,1933,341.0,958,335,4.4732,<1H OCEAN,243136.0
-117.05,33.02,18,917,121.0,388,131,6.3517,<1H OCEAN,250785.01
-118.41,33.9,39,2040,336.0,926,351,7.5552,<1H OCEAN,440191.34
-122.06,37.39,26,18,4.0,8,4,3.75,NEAR BAY,194872.05
-122.3,37.97,34,2854,528.0,1211,452,3.5353,NEAR BAY,166850.0
-121.81,39.71,18,1222,250.0,708,281,2.0288,INLAND,77394.0
-118.35,34.09,35,2705,785.0,1526,793,3.0349,<1H OCEAN,333302.06
-117.02,33.76,20,1317,203.0,453,158,2.8393,INLAND,131686.0
-121.68,36.67,26,5745,1017.0,2780,996,5.0,<1H OCEAN,255648.0
-118.43,34.22,34,2300,429.0,1447,455,4.2656,<1H OCEAN,203729.0
-117.15,34.83,30,5370,1062.0,2778,944,3.099,INLAND,89928.0
-121.89,37.35,47,2879,631.0,2229,606,3.2599,<1H OCEAN,191912.0
-118.29,33.98,30,1162,318.0,1207,289,1.223,<1H OCEAN,108289.0
-122.23,37.82,52,3242,366.0,1001,352,12.2138,NEAR BAY,500001.0
-120.83,37.07,16,3736,761.0,1942,730,2.5598,INLAND,103176.0
-118.04,34.09,34,2001,388.0,1461,397,3.8304,INLAND,262217.0
-118.21,34.09,37,1822,498.0,1961,506,1.9881,<1H OCEAN,151190.0
-117.88,33.79,32,1484,295.0,928,295,5.1418,<1H OCEAN,208687.0
-120.98,39.93,25,2220,511.0,912,449,1.8914,INLAND,71401.0
-115.57,32.79,34,1152,208.0,621,208,3.6042,INLAND,89040.0
-121.51,38.49,21,4426,790.0,1856,761,4.1,INLAND,161484.0
-120.04,39.24,30,2369,469.0,510,213,2.65,INLAND,127390.0
-122.29,37.54,43,2268,438.0,1151,449,4.9091,NEAR OCEAN,337027.04
-118.28,33.92,37,742,151.0,729,144,3.055,<1H OCEAN,122327.0
-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,INLAND,118054.0
-119.38,36.56,25,1180,222.0,611,212,2.0729,INLAND,67030.0
-120.99,37.68,30,1975,375.0,732,326,2.6932,INLAND,121043.0
-121.75,37.68,35,1755,299.0,702,263,5.2443,INLAND,203692.0
-118.98,35.39,29,607,177.0,476,143,1.1875,INLAND,53954.99
-117.07,32.67,28,2758,623.0,2179,631,2.3814,NEAR OCEAN,114153.0
-118.28,34.01,50,2601,794.0,3080,770,1.8656,<1H OCEAN,127766.0
-117.2,34.14,18,1920,333.0,890,323,5.159,INLAND,144125.0
-119.32,36.25,21,1231,,609,206,2.8365,INLAND,78157.0
-121.51,38.55,45,3032,631.0,1341,597,2.8417,INLAND,109742.0
-114.56,33.69,17,720,174.0,333,117,1.6509,INLAND,59300.0
-118.36,34.05,48,1825,404.0,728,363,3.3824,<1H OCEAN,283168.04
-121.75,36.93,24,4026,881.0,2264,863,3.1327,<1H OCEAN,197429.0
-118.18,33.83,44,1497,277.0,542,274,5.0052,NEAR OCEAN,298523.03
-118.16,34.03,41,1377,293.0,1142,272,3.1724,<1H OCEAN,154436.0
-118.65,34.27,23,1724,265.0,934,306,6.0783,<1H OCEAN,249690.0
-118.29,34.11,49,2850,379.0,1113,380,12.9591,<1H OCEAN,500001.0
-117.3,34.05,7,4672,1121.0,2534,1046,3.4228,INLAND,118773.0
-121.21,38.67,11,5500,956.0,2827,946,4.1071,INLAND,160141.0
-118.3,33.81,17,5544,1068.0,3008,1038,5.322,<1H OCEAN,275729.02
-118.35,34.01,35,3776,,1583,749,3.5486,<1H OCEAN,275600.0
-117.13,32.71,44,1697,413.0,1396,363,1.5474,NEAR OCEAN,86477.0
-118.34,34.03,48,1426,331.0,784,356,1.6581,<1H OCEAN,154216.01
-121.9,37.28,34,4613,749.0,2050,725,5.3922,<1H OCEAN,291911.01
-118.5,34.21,36,1254,229.0,629,245,4.9643,<1H OCEAN,237846.0
-118.36,34.03,38,2365,638.0,2259,607,2.0879,<1H OCEAN,146212.0
-118.34,33.99,34,397,132.0,250,121,1.675,<1H OCEAN,167706.0
-122.07,38.26,15,1173,146.0,450,154,6.0487,INLAND,207960.0
-121.95,38.43,19,3011,551.0,1665,535,5.1534,INLAND,187343.01
-123.2,39.16,14,1908,484.0,1195,467,1.7929,<1H OCEAN,106639.0
-117.92,33.85,38,2082,532.0,1592,510,2.3704,<1H OCEAN,177870.0
-117.23,33.78,23,3465,703.0,2672,607,1.9767,INLAND,93911.0
-121.76,38.25,32,1495,333.0,905,281,2.625,INLAND,97477.0
-122.02,37.34,26,1992,328.0,980,342,6.2475,<1H OCEAN,324845.04
-119.81,36.81,33,3972,594.0,1324,561,5.4513,INLAND,189410.0
-122.49,37.76,49,1724,295.0,795,297,4.3977,NEAR BAY,341593.04
-118.11,33.83,36,1726,287.0,820,288,5.5767,<1H OCEAN,242654.0
-122.95,39.13,17,380,69.0,225,72,3.25,INLAND,131140.0
-121.37,38.39,15,1883,254.0,893,256,6.2575,INLAND,213024.0
-118.18,34.08,31,1318,311.0,1164,289,2.9939,<1H OCEAN,169455.0
-118.42,34.16,17,277,70.0,119,59,4.0208,<1H OCEAN,311973.07
-118.27,34.05,47,661,359.0,1406,307,1.3169,<1H OCEAN,198835.0
-122.5,37.79,52,8,1.0,13,1,15.0001,NEAR BAY,391939.54
-116.29,33.74,6,12991,2555.0,4571,1926,4.7195,INLAND,215701.0
-122.33,37.58,27,5144,1481.0,2518,1447,3.4836,NEAR OCEAN,341553.09
-118.36,34.05,50,3518,812.0,1724,758,3.0833,<1H OCEAN,292786.06
-117.75,34.06,52,24,6.0,46,7,1.625,INLAND,210108.02
-122.2,37.43,38,3626,528.0,1350,532,7.3681,NEAR OCEAN,465748.4
-117.68,34.01,20,7326,1555.0,5718,1538,3.2073,INLAND,150464.0
-118.26,33.92,40,1076,244.0,705,255,1.7986,<1H OCEAN,97326.0
-117.36,33.17,24,2046,442.0,812,367,2.3182,NEAR OCEAN,231611.01
-122.43,37.75,52,2700,595.0,1181,575,3.575,NEAR BAY,355173.01
-121.63,39.75,37,1296,296.0,569,257,1.8616,INLAND,70711.0
-117.15,32.81,34,1629,318.0,900,282,3.1458,NEAR OCEAN,184714.0
-117.67,34.03,20,8561,1411.0,4861,1450,4.7056,INLAND,169273.0
-117.32,33.99,27,5464,850.0,2400,836,4.711,INLAND,151065.0
-118.32,34.09,30,1871,766.0,2595,819,2.0044,<1H OCEAN,222226.0
-118.43,34.22,36,1372,295.0,774,306,3.6618,<1H OCEAN,202167.0
-122.47,37.65,27,8103,1655.0,5023,1605,4.6452,NEAR OCEAN,290321.05
-118.22,33.93,39,1921,483.0,2286,470,3.0167,<1H OCEAN,139141.0
-118.39,34.17,40,1696,372.0,835,385,3.6563,<1H OCEAN,275032.04
-118.09,33.8,36,1724,322.0,838,328,4.4831,<1H OCEAN,216021.0
-118.06,33.83,21,3941,655.0,1897,670,4.88,<1H OCEAN,205834.0
-122.13,37.68,44,2147,399.0,1175,401,4.1974,NEAR BAY,202438.01
-122.29,37.92,35,583,88.0,235,84,5.943,NEAR BAY,326411.07
-117.77,34.06,27,2178,629.0,2379,591,1.9766,INLAND,113204.0
-117.3,33.85,15,3991,751.0,2317,657,2.9542,INLAND,114743.0
-118.45,34.25,21,2143,565.0,1803,497,3.9833,<1H OCEAN,200737.0
-117.07,32.81,15,2000,402.0,778,369,4.3594,<1H OCEAN,166392.0
-117.96,33.75,25,1323,208.0,852,229,4.6167,<1H OCEAN,204368.0
-122.29,37.56,12,6474,1467.0,2516,1390,5.0353,NEAR BAY,323128.12
-122.04,36.96,44,1294,269.0,645,259,3.2437,NEAR OCEAN,253485.0
-117.86,33.74,32,691,151.0,926,148,4.125,<1H OCEAN,165629.0
-118.34,34.0,49,2465,372.0,1018,359,4.0,<1H OCEAN,198429.01
-117.08,32.58,22,2128,477.0,1420,450,3.2687,NEAR OCEAN,130797.0
-117.99,33.74,26,4065,741.0,1960,739,4.506,<1H OCEAN,208067.0
-120.27,38.31,13,3297,662.0,267,97,3.075,INLAND,132938.0
-121.24,39.37,16,2785,616.0,1387,530,2.3886,INLAND,87258.0
-122.22,37.48,47,2570,783.0,3107,724,2.8058,NEAR OCEAN,235375.0
-117.18,32.76,17,711,254.0,327,227,2.6493,NEAR OCEAN,183894.04
-122.25,37.81,28,5806,1603.0,2563,1497,3.2177,NEAR BAY,278345.05
-122.27,37.48,26,3542,507.0,1392,524,8.5184,NEAR OCEAN,430765.27
-120.62,35.28,28,3952,592.0,1469,571,6.3144,NEAR OCEAN,421565.44
-117.31,34.43,16,5130,1172.0,3126,1046,1.6784,INLAND,84965.0
-118.75,34.17,18,6217,858.0,2703,834,6.8075,NEAR OCEAN,389689.07
-122.28,37.78,50,1487,306.0,730,327,2.5139,NEAR BAY,152043.0
-116.38,33.74,7,17579,3479.0,3581,1820,4.084,INLAND,158716.02
-116.86,33.73,13,2604,443.0,978,417,2.933,INLAND,129188.0
-122.4,37.76,52,1185,246.0,480,253,4.4074,NEAR BAY,276474.02
-118.24,33.99,41,1425,372.0,1803,353,1.6731,<1H OCEAN,104754.0
-118.25,34.13,36,2946,1025.0,2542,912,2.2244,<1H OCEAN,222377.0
-118.09,33.99,35,2787,639.0,1923,614,3.5757,<1H OCEAN,181668.0
-117.86,33.9,25,3205,409.0,1291,408,7.2478,<1H OCEAN,324280.01
-117.69,33.54,20,1767,280.0,801,284,6.5394,<1H OCEAN,292665.02
-121.37,38.58,37,2839,390.0,1006,400,7.3343,INLAND,327667.02
-117.18,33.78,7,1697,424.0,808,354,1.3417,INLAND,116375.0
-118.1,33.79,35,2370,379.0,996,380,5.7368,<1H OCEAN,304328.0
-118.16,34.06,27,1675,274.0,785,275,5.828,<1H OCEAN,294015.0
-116.53,33.88,5,4423,763.0,1906,667,4.6855,INLAND,206720.0
-117.92,33.75,23,893,223.0,1149,216,2.6442,<1H OCEAN,172976.01
-119.77,36.3,24,2202,471.0,1052,439,2.1038,INLAND,78665.0
-116.95,33.68,11,1183,178.0,543,147,4.4792,INLAND,195847.0
-119.14,34.49,17,321,44.0,92,39,7.75,<1H OCEAN,369020.22
-117.17,32.82,21,2869,596.0,1471,577,3.0375,NEAR OCEAN,199356.0
-121.23,38.67,27,5266,971.0,2432,948,3.8954,INLAND,153346.0
-117.82,33.85,21,2603,404.0,1350,390,6.057,<1H OCEAN,270913.0
-118.19,34.02,34,1478,369.0,1735,348,1.8875,<1H OCEAN,147129.0
-122.27,37.78,52,1408,280.0,718,265,2.6806,NEAR BAY,185378.0
-122.47,37.69,35,1720,421.0,1452,425,3.5909,NEAR OCEAN,257297.0
-117.97,33.68,23,1722,316.0,865,309,4.6452,<1H OCEAN,261932.08
-121.37,36.83,14,3658,612.0,1951,600,4.76,INLAND,247825.0
-118.96,35.4,27,2473,400.0,1271,427,3.5524,INLAND,86406.0
-122.0,38.35,34,1084,187.0,561,198,4.2115,INLAND,148214.0
-117.9,34.1,31,3007,653.0,1766,616,3.7083,<1H OCEAN,182848.0
-118.15,34.12,52,1518,344.0,725,296,3.4018,<1H OCEAN,227275.0
-122.25,37.81,46,3232,835.0,1373,747,3.225,NEAR BAY,247470.0
-118.57,34.22,17,3262,753.0,1879,708,4.1359,<1H OCEAN,224665.0
-120.08,37.06,18,402,76.0,213,71,1.9063,INLAND,100650.0
-118.2,33.84,35,3405,779.0,1953,671,2.7813,NEAR OCEAN,179755.0
-120.85,37.77,37,1738,403.0,936,366,2.4717,INLAND,93124.0
-118.3,33.82,26,2080,560.0,2096,506,2.8106,<1H OCEAN,202242.0
-118.36,34.1,52,1096,247.0,423,230,3.0179,<1H OCEAN,354227.05
-117.18,33.51,13,270,42.0,120,42,6.993,<1H OCEAN,387254.18
-118.22,33.98,15,1011,274.0,899,219,2.7045,<1H OCEAN,149737.0
-118.29,34.03,38,1501,437.0,1777,441,2.0848,<1H OCEAN,148135.0
-122.72,40.17,16,396,78.0,188,72,1.3889,INLAND,55256.86
-122.17,37.74,43,818,193.0,494,179,2.4776,NEAR BAY,88760.0
-117.44,34.09,24,3477,831.0,2541,753,2.3682,INLAND,115470.0
-119.16,36.28,18,2377,414.0,1359,424,4.4,INLAND,110851.0
-117.27,33.68,8,26322,4072.0,9360,3361,5.3238,<1H OCEAN,235414.0
-117.09,32.64,20,1999,651.0,1302,592,1.6321,NEAR OCEAN,114617.0
-119.99,36.8,45,1270,242.0,598,214,3.2813,INLAND,97792.0
-117.94,34.08,34,1970,476.0,1269,406,4.064,<1H OCEAN,190095.0
-117.87,33.88,28,2612,602.0,1682,563,3.6417,<1H OCEAN,191859.0
-121.29,37.98,49,2501,565.0,1171,550,2.5043,INLAND,90112.0
-118.31,34.03,34,2041,517.0,1479,495,2.1173,<1H OCEAN,150650.0
-118.17,33.79,32,2171,672.0,3002,648,2.375,NEAR OCEAN,156008.0
-117.22,32.87,5,3511,1008.0,1599,918,3.8542,NEAR OCEAN,233115.0
-121.93,37.93,16,2876,391.0,1089,377,6.299,INLAND,249581.0
-118.37,33.82,32,2815,607.0,1338,609,4.5687,<1H OCEAN,376542.14
-119.76,36.81,19,4643,1429.0,4638,1335,1.2716,INLAND,68362.0
-118.2,34.11,37,2040,611.0,1698,545,1.9355,<1H OCEAN,170750.0
-117.95,33.63,27,891,183.0,513,171,6.0,<1H OCEAN,332045.28
-118.29,34.65,18,6893,1372.0,2837,1221,3.3173,INLAND,136585.0
-119.02,35.37,44,2687,620.0,1521,549,1.7213,INLAND,58986.0
-119.16,34.12,17,224,70.0,147,71,3.6167,NEAR OCEAN,254427.07
-119.86,34.38,26,1626,375.0,1580,359,2.1471,NEAR OCEAN,210172.01
-117.67,34.1,28,1263,248.0,601,219,3.875,INLAND,158772.0
-118.02,33.95,35,2085,400.0,1112,391,3.4886,<1H OCEAN,184602.0
-119.3,36.34,45,3723,831.0,2256,770,1.8299,INLAND,59013.0
-121.8,38.01,46,2273,495.0,1088,447,2.2532,INLAND,100878.0
-121.33,38.66,15,4371,908.0,1842,818,2.7797,INLAND,134456.0
-122.17,37.88,32,3633,508.0,1393,506,7.6917,NEAR BAY,421462.1
-118.29,34.01,40,885,312.0,799,221,1.1667,<1H OCEAN,128786.0
-121.42,37.75,33,1999,368.0,1061,390,3.5242,INLAND,136911.0
-122.04,37.99,38,2675,541.0,1378,480,3.8897,NEAR BAY,146584.0
-118.09,34.09,40,855,208.0,745,222,3.0125,<1H OCEAN,191407.0
-122.2,37.78,39,1752,399.0,1071,376,3.1167,NEAR BAY,162956.0
-118.06,33.83,17,1973,516.0,1112,501,3.8512,<1H OCEAN,219029.0
-118.3,34.0,52,1743,421.0,1206,384,1.6875,<1H OCEAN,119048.0
-119.36,36.33,11,3221,617.0,1351,565,2.9844,INLAND,93187.0
-117.82,33.72,24,3260,458.0,1383,442,6.5987,<1H OCEAN,288884.02
-117.91,34.02,17,5973,1384.0,4349,1229,3.2799,<1H OCEAN,185210.0
-118.57,34.25,20,4679,609.0,1945,609,8.7471,<1H OCEAN,455605.32
-122.01,37.36,16,1105,354.0,499,324,4.2061,<1H OCEAN,266289.03
-122.08,37.38,33,2771,659.0,1496,581,3.4042,NEAR BAY,274229.05
-120.59,38.45,13,2944,558.0,1091,466,3.0,INLAND,118381.0
-118.56,34.2,35,2273,,1431,403,4.0789,<1H OCEAN,215717.0
-122.24,37.81,52,2093,550.0,918,483,2.7477,NEAR BAY,197095.0
-119.64,36.31,27,1513,314.0,1071,284,1.5909,INLAND,53285.0
-117.83,33.65,9,638,266.0,426,234,3.7875,<1H OCEAN,277237.08
-117.65,33.4,17,2737,654.0,910,492,3.5729,NEAR OCEAN,237421.03
-118.12,33.77,10,7264,1137.0,2528,1057,10.2233,NEAR OCEAN,466246.27
-117.55,33.93,25,5187,934.0,2725,860,4.1865,INLAND,162959.0
-122.01,37.95,8,3866,539.0,1555,513,6.0901,NEAR BAY,295504.02
-117.94,33.94,25,3250,546.0,1452,501,5.1084,<1H OCEAN,238171.0
-118.01,33.77,32,1771,296.0,995,272,5.8362,<1H OCEAN,267638.01
-123.18,40.58,18,1451,278.0,695,254,1.7262,INLAND,82224.0
-117.3,34.15,40,961,199.0,509,182,2.06,INLAND,78640.0
-122.4,38.53,24,1741,289.0,564,231,3.6118,INLAND,171512.0
-121.41,38.6,16,5407,1467.0,2523,1265,2.0471,INLAND,104592.0
-121.18,39.19,16,1528,351.0,729,319,2.4688,INLAND,125705.0
-118.25,33.78,32,296,139.0,511,133,1.4444,NEAR OCEAN,157815.0
-120.45,34.65,27,2215,578.0,1544,527,1.9257,NEAR OCEAN,138187.0
-118.32,33.35,27,1675,521.0,744,331,2.1579,ISLAND,270357.03
-121.64,36.82,18,1819,283.0,919,295,4.1696,<1H OCEAN,238103.03
-122.28,37.87,46,3022,696.0,1293,675,2.543,NEAR BAY,181390.0
-121.38,38.59,38,1839,287.0,685,276,4.5313,INLAND,159100.0
-118.06,34.09,40,1975,389.0,1116,378,4.2898,<1H OCEAN,228049.0
-116.36,33.78,6,24121,4522.0,4176,2221,3.3799,INLAND,142031.0
-117.76,33.88,9,4838,759.0,2090,695,6.6536,<1H OCEAN,293951.01
-118.47,34.02,35,3057,774.0,2223,732,2.0745,<1H OCEAN,292883.0
-117.9,33.61,41,1521,328.0,527,275,4.0764,<1H OCEAN,468229.76
-123.85,39.39,23,4671,912.0,2095,857,3.184,<1H OCEAN,192115.0
-122.83,38.39,19,1765,394.0,868,388,2.462,<1H OCEAN,171968.0
-122.44,37.76,52,1968,472.0,784,430,3.3702,NEAR BAY,351234.06
-122.42,37.74,52,1786,427.0,856,394,3.0833,NEAR BAY,274660.0
-118.25,34.0,41,1768,475.0,1721,474,1.303,<1H OCEAN,102632.0
-118.28,34.06,52,1261,616.0,2309,581,1.6184,<1H OCEAN,213057.0
-120.84,37.5,47,2310,484.0,1126,447,2.2083,INLAND,96460.0
-118.37,34.2,34,2199,609.0,2488,597,2.9861,<1H OCEAN,191221.0
-117.84,34.63,5,6739,1251.0,4614,1266,4.002,INLAND,153765.0
-122.41,37.64,38,1204,268.0,921,247,4.4464,NEAR OCEAN,260317.0
-117.9,34.13,5,1126,316.0,819,311,1.5,<1H OCEAN,207178.08
-121.87,39.75,22,1707,296.0,822,297,3.6625,INLAND,99979.0
-119.81,36.76,48,2059,388.0,834,405,2.9306,INLAND,79016.0
-121.87,37.32,39,1839,471.0,1528,456,2.6818,<1H OCEAN,175517.0
-118.45,33.99,52,1829,472.0,779,424,3.1607,<1H OCEAN,366905.13
-119.5,34.35,39,308,38.0,59,21,11.7794,NEAR OCEAN,240283.2
-117.92,33.91,33,2868,382.0,1204,412,6.1825,<1H OCEAN,309236.0
-119.8,36.75,52,1788,449.0,1156,418,1.7298,INLAND,61076.0
-118.23,33.93,39,2065,532.0,2015,535,0.8478,<1H OCEAN,104351.0
-119.79,36.76,52,2408,498.0,1361,465,2.1055,INLAND,62626.0
-120.45,34.96,21,2121,445.0,2211,463,4.0603,<1H OCEAN,160727.0
-121.96,37.95,13,3216,765.0,1627,715,3.0859,INLAND,132569.0
-117.09,32.8,36,2163,367.0,915,360,4.7188,NEAR OCEAN,182426.0
-117.85,33.62,18,729,105.0,316,108,10.3893,<1H OCEAN,470623.48
-122.19,39.74,39,4179,814.0,2111,809,2.3507,INLAND,80645.0
-122.45,37.9,30,3763,717.0,1292,632,8.4888,NEAR BAY,452786.25
-122.06,37.86,16,5187,1014.0,1512,986,4.4551,NEAR BAY,266249.05
-120.5,38.87,10,81,41.0,55,16,4.9583,INLAND,170167.0
-120.41,34.87,15,1534,251.0,761,240,4.9028,<1H OCEAN,218326.01
-117.76,34.13,8,16759,2274.0,7249,2156,7.4837,INLAND,316796.0
-121.32,36.79,30,516,90.0,288,95,3.6333,INLAND,164736.0
-121.96,37.53,23,2215,475.0,1278,492,4.2955,<1H OCEAN,241461.0
-124.09,40.92,12,2497,491.0,1153,462,2.8182,NEAR OCEAN,101018.0
-121.49,37.94,31,1860,394.0,1848,293,2.2891,INLAND,90402.0
-117.26,33.18,9,4540,793.0,2235,746,4.5781,NEAR OCEAN,257217.0
-115.51,33.12,21,1024,218.0,890,232,2.101,INLAND,58688.0
-117.88,33.74,16,1444,446.0,2329,441,3.1691,<1H OCEAN,166787.0
-122.42,37.78,52,989,425.0,634,341,2.4414,NEAR BAY,291284.13
-122.2,37.75,36,606,132.0,531,133,1.5809,NEAR BAY,86069.0
-116.96,34.94,20,2355,467.0,1198,428,3.9934,INLAND,92794.0
-117.95,33.84,34,1229,215.0,1035,218,3.5455,<1H OCEAN,173351.0
-121.93,37.71,26,4822,845.0,2288,805,4.2281,<1H OCEAN,237015.0
-121.77,37.22,16,1617,306.0,667,264,4.5221,<1H OCEAN,274872.03
-121.96,38.34,14,3035,680.0,1597,663,3.6036,INLAND,137211.0
-121.32,36.42,20,1054,269.0,1219,273,3.0437,<1H OCEAN,146795.0
-118.44,33.98,21,18132,5419.0,7431,4930,5.3359,<1H OCEAN,370516.33
-124.17,40.8,52,1606,419.0,891,367,1.585,NEAR OCEAN,73776.0
-122.23,37.45,34,4177,723.0,1586,660,5.0457,NEAR OCEAN,351589.09
-117.15,34.48,31,265,55.0,186,55,2.125,INLAND,109221.0
-117.98,34.14,24,1596,388.0,1329,352,3.0417,INLAND,143948.0
-120.95,37.59,29,1727,439.0,1063,386,1.8929,INLAND,84053.0
-121.95,37.35,48,1246,294.0,697,284,3.6118,<1H OCEAN,251067.0
-122.38,37.34,33,1054,209.0,400,161,7.7773,NEAR OCEAN,426869.31
-121.47,38.68,19,946,182.0,474,173,5.0155,INLAND,164860.0
-118.45,34.19,11,2479,900.0,2466,855,2.2264,<1H OCEAN,203287.0
-121.88,37.26,25,3025,689.0,1755,661,3.8893,<1H OCEAN,234726.01
-121.8,40.34,26,4815,910.0,1341,539,2.881,INLAND,97868.0
-121.82,37.39,37,4137,636.0,1569,578,6.1008,<1H OCEAN,408297.18
-120.87,38.71,13,2692,470.0,1302,420,4.0,INLAND,163840.0
